NCIt Subset Code,CDRH Subset Name,NCIt Concept Code,NCIt Preferred Term,NCIt Definition,CDRH Preferred Term,CDRH Source Code,CDRH Definition,IMDRF Code
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C2881,Arrhythmia,Any variation from the normal rate or rhythm (which may include the origin of the impulse and/or its subsequent propagation) in the heart.,Arrhythmia,1721,Any variation from the normal rate or rhythm (which may include the origin of the impulse and/or its subsequent propagation) in the heart.,IMDRF:E0601
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C116130,Asystole by ECG Finding,An electrocardiographic finding showing no cardiac electrical activity on the monitor or printed strip for the entire duration of the recording. (CDISC),Asystole,4442,An electrocardiographic finding showing a state of cardiac standstill with no cardiac output and no ventricular depolarization.,IMDRF:E060101
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50466,Atrial Fibrillation,"A disorder characterized by an electrocardiographic finding of a supraventricular arrhythmia characterized by the replacement of consistent P waves by rapid oscillations or fibrillatory waves that vary in size, shape and timing and are accompanied by an irregular ventricular response. (CDISC)",Atrial Fibrillation,1729,"Irregular heart rhythm, usually associated with a rapid rate, that is caused by abnormal electrical activity within the atrial.",IMDRF:E060102
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C51224,Atrial Flutter,"A disorder characterized by an electrocardiographic finding of an organized, regular atrial rhythm with atrial rate of 240-340 beats per minute. Multiple P waves typically appear in the inferior leads in a saw tooth-like pattern between the QRS complexes. (CDISC)",Atrial Flutter,1730,"A rapid heart rate, associated with a regular rhythm, that is caused by abnormal electrical activity within the atria.",IMDRF:E060103
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C37920,Bradycardia,"An abnormally slow heart rate. Thresholds for different age, gender, and patient populations exist.",Bradycardia,1751,"An abnormally slow heart rate. Thresholds for different age, gender, and patient populations exist.",IMDRF:E060104
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C171970,Ectopic Heartbeat,A cardiac beat originating from an abnormal site.,Ectopic Heartbeat,4443,A cardiac beat originating from an abnormal site. These changes lead to extra or dropped heartbeats.,IMDRF:E060105
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C34665,Heart Block by ECG Finding,An electrocardiographic finding of blocked cardiac electrical impulses along the fibers normally responsible for impulse conduction.,Heart Block,4444,An interference with the normal conduction of electrical impulses that control activity of the heart muscle.,IMDRF:E060106
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50599,Idioventricular Rhythm,An electrocardiographic finding of three or more consecutive complexes of ventricular origin with a rate less than a certain threshold (100 or 120 beats per minute are commonly used). The QRS complexes are wide and have an abnormal morphology. (CDISC),Idioventricular Rhythm,1923,An electrocardiographic finding of three or more consecutive complexes of ventricular origin. The QRS complexes are wide and have an abnormal morphology. (CDISC),IMDRF:E060107
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50622,Irregular Pulse,Not rhythmic pulse irregular in beat or accent.,Irregular Pulse,2469,A pulse that beats at irregular intervals.,IMDRF:E060108
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C38029,Tachycardia,"An abnormally rapid heart rate. Thresholds for different age, gender, and patient populations exist.",Tachycardia,2095,"Abnormally high heart rate. Thresholds for different age, gender, and patient populations exist.",IMDRF:E060109
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50799,Ventricular Fibrillation,"A disorder characterized by an electrocardiographic finding of a rapid grossly irregular ventricular rhythm with marked variability in QRS cycle length, morphology, and amplitude. The rate is typically greater than 300 bpm. (CDISC)",Ventricular Fibrillation,2130,Arrhythmia characterized by chaotic contractions of the ventricular muscle.,IMDRF:E060110
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50479,Cardiac Arrest,"The sudden cessation of cardiac activity in an individual who becomes unresponsive, without normal breathing and no signs of circulation. Cardiac arrest may be reversed by CPR, and/or defibrillation, cardioversion or cardiac pacing.",Cardiac Arrest,1762,"The sudden cessation of productive cardiac activity in an individual who becomes unresponsive, without normal breathing and no signs of circulation.",IMDRF:E0602
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50480,Cardiac Enzyme Elevation,An increase from the normal levels of cardiac enzymes measurement.,Cardiac Enzyme Elevation,1838,Increase from the normal levels of cardiac enzymes.,IMDRF:E0603
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C73502,Cardiac Perforation,The presence of an acquired hole in the heart. Cardiac perforation may or may not be symptomatic and may or may not be self sealing. (ACC),Cardiac Perforation,2513,The presence of an acquired hole in the heart.,IMDRF:E0604
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50481,Cardiac Tamponade,"Acute compression of the heart caused by increased intrapericardial pressure due to the collection of blood or fluid in the pericardium from rupture of the heart, penetrating trauma, or progressive effusion.",Cardiac Tamponade,2226,"Acute compression of the heart caused by increased intrapericardial pressure due to the accumulation of blood or fluid in the pericardium from rupture of the heart or great vessels, penetrating trauma, or progressive effusion.",IMDRF:E0605
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C34830,Cardiomyopathy,"A disease of the heart muscle or myocardium proper. Cardiomyopathies may be classified as either primary or secondary, on the basis of etiology, or on the pathophysiology of the lesion: hypertrophic, dilated, or restrictive.",Cardiomyopathy,1764,A disease of the heart muscle.,IMDRF:E0606
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C171950,Cardiovascular Dysfunction/Insufficiency,Circulatory dysfunction and/or insufficiency due to a decrease in the force of the cardiac contractions and/or the tone of the vascular walls.,Cardiovascular Dysfunction/Insufficiency,4445,Circulatory dysfunction/insufficiency due to a decrease in the force of the cardiac contractions and/or the tone of the vascular walls. Includes diastolic and systolic dysfunction.,IMDRF:E0607
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50517,Cusp Tear,"A split located on a leaflet of a heart valve that prevents its complete closing, which can result in valvular dysfunction.",Cusp Tear,2656,"A tear located on a leaflet of a heart valve that prevents its complete closing, which can result in valvular dysfunction.",IMDRF:E0608
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50533,Diminished Pulse,Weak or absent palpable pulse due to decreased arterial pulse pressure.,Diminished Pulse Pressure,2606,Weak or absent palpable pulse due to decreased arterial pulse pressure.,IMDRF:E0609
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C34582,Endocarditis,Inflammation of the endocardium.,Endocarditis,1834,Inflammation of the endocardium.,IMDRF:E0610
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C3080,Congestive Heart Failure,"Failure of the heart to pump a sufficient amount of blood to meet the needs of the body tissues, resulting in tissue congestion and edema. Signs and symptoms include shortness of breath, pitting edema, enlarged tender liver, engorged neck veins, and pulmonary rales.",Heart Failure/Congestive Heart Failure,4446,Inability of the heart to pump blood adequately to fill tissue metabolic requirements or the ability to do so only at an elevated filling pressure.,IMDRF:E0611
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50625,Ischemic Heart Disease,"A disorder of cardiac function caused by insufficient blood flow to the muscle tissue of the heart. The decreased blood flow may be due to narrowing of the coronary arteries, to obstruction by a thrombus, or less commonly, to diffuse narrowing of arterioles and other small vessels within the heart. Severe interruption of the blood supply to the myocardial tissue may result in necrosis of cardiac muscle (myocardial infarction).",Ischemic Heart Disease,2493,"A disorder of cardiac function caused by insufficient blood flow to the muscle tissue of the heart. The decreased blood flow may be due to narrowing of the coronary arteries, to obstruction by a thrombus, or less commonly, to diffuse narrowing of arterioles and other small vessels within the heart. Severe interruption of the blood supply to the myocardial tissue may result in necrosis of cardiac muscle (myocardial infarction).",IMDRF:E0612
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C51221,Angina,Paroxysms of chest pain due to reduced oxygen to the heart.,Angina,1710,Chest pain resulting from inadequate oxygen delivery for the needs of the myocardium.,IMDRF:E061201
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C27996,Myocardial Infarction,"Gross necrosis of the myocardium, as a result of interruption of the blood supply to the area, as in coronary thrombosis.",Myocardial Infarction,1969,"A condition which occurs when blood flow decreases or stops to a part of the heart, causing damage to the heart muscle.",IMDRF:E061202
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50641,Low Cardiac Output,A below normal volume of blood pumped from the right or left ventricle of the heart per unit time.,Low Cardiac Output,2501,A below normal volume of blood pumped from the right or left ventricle of the heart per unit time.,IMDRF:E0613
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50653,Mitral Perforation,A rupture in the mitral valve tissue due to traumatic or pathologic processes.,Mitral Perforation,2512,A rupture in the mitral valve tissue due to traumatic or pathologic processes.,IMDRF:E0614
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50661,Myocardial Contusion,A bruise to the heart.,Myocardial Contusion,1763,A bruise to the heart.,IMDRF:E0615
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C172011,Myocardial Hypertrophy,Thickening of the myocardium often due to chronic pressure overload.,Myocardial Hypertrophy,4447,Thickening of the myocardium often due to chronic pressure overload.,IMDRF:E0616
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C34831,Myocarditis,Inflammation of the muscle tissue of the heart.,Myocarditis,2470,Inflammation of the muscle tissue of the heart.,IMDRF:E0617
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50543,Electrocardiographic Change,An electrocardiographic finding of a change in cardiac electrical activity.,Non specific EKG/ECG Changes,1817,An electrocardiographic finding of a change in cardiac electrical activity.,IMDRF:E0618
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C3319,Pericardial Effusion,"Fluid collection within the pericardial sac, usually due to inflammation.",Pericardial Effusion,3271,"Fluid collection within the pericardial sac, usually due to inflammation.",IMDRF:E0619
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C34915,Pericarditis,An inflammatory process affecting the pericardium.,Pericarditis,4448,Inflammation of the pericardium.,IMDRF:E0620
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50796,Valvular Insufficiency,Dysfunction of one of the cardiac valves characterized by incomplete valve closure.,Valvular Insufficiency/ Regurgitation,4449,"Dysfunction of one of the cardiac valves, with incomplete valve closure or damage to a valve leaflet resulting in valvular backflow.",IMDRF:E0621
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C51223,Aortic Valve Insufficiency,Dysfunction of the aortic valve characterized by incomplete valve closure.,Aortic Valve Insufficiency/ Regurgitation,4450,"Incomplete closure or damage to a valve leaflet of the aortic valve, resulting in aortic valve backflow.",IMDRF:E062101
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50888,Mitral Valve Insufficiency,Dysfunction of the mitral valve characterized by incomplete valve closure.,Mitral Valve Insufficiency/ Regurgitation,4451,"Incomplete closure or damage to a valve leaflet of the mitral valve, resulting in mitral valve backflow.",IMDRF:E062102
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C62436,Pulmonary Valvular Insufficiency,Dysfunction of the pulmonary valve characterized by incomplete valve closure.,Pulmonary Valve Insufficiency/ Regurgitation,4452,"Incomplete closure or damage to a valve leaflet of the pulmonary valve, resulting in pulmonary valve backflow.",IMDRF:E062103
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50842,Tricuspid Valve Insufficiency,Dysfunction of the pulmonary valve characterized by incomplete valve closure.,Tricuspid Valve Insufficiency/ Regurgitation,4453,"Incomplete closure or damage to a valve leaflet of the tricuspid valve, resulting in tricuspid valve backflow.",IMDRF:E062104
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C62433,Valvular Stenosis,Narrowing of the opening of one or more of the four valves of the heart.,Valvular Stenosis,2697,Obstruction of flow across a heart valve due to immobility of the leaflets and/or a restricted orifice.,IMDRF:E0622
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50462,Aortic Valve Stenosis,Narrowing of the orifice of the aortic valve.,Aortic Valve Stenosis,1717,Obstruction of flow across a aortic heart valve due to immobility reduced elasticity of the leaflets and/or a restricted orifice.,IMDRF:E062201
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50654,Mitral Valve Stenosis,Narrowing of the left atrioventricular mitral orifice.,Mitral Valve Stenosis,1965,Obstruction of flow across a mitral heart valve due to immobility reduced elasticity of the leaflets and/or a restricted orifice.,IMDRF:E062202
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50715,Pulmonary Stenosis,"Narrowing of the opening between the pulmonary artery and the right ventricle, usually at the level of the valve leaflets.",Pulmonary Valve Stenosis,2024,Obstruction of flow across a pulmonary heart valve due to immobility reduced elasticity of the leaflets and/or a restricted orifice.,IMDRF:E062203
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50783,Tricuspid Valve Stenosis,Narrowing or stricture of the tricuspid orifice of the heart.,Tricuspid Valve Stenosis,2113,Obstruction of flow across a tricuspid heart valve due to immobility reduced elasticity of the leaflets and/or a restricted orifice.,IMDRF:E062204
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C3079,Heart Disorder,"A non-neoplastic or neoplastic disorder that affects the heart and/or the pericardium. Representative examples include endocarditis, pericarditis, atrial myxoma, cardiac myeloid sarcoma, and pericardial malignant mesothelioma.",Unspecified Heart Problem,4454,"The report describes a non-specific problem with the heart. Note: Please use ""Appropriate Term / Code Not Available"" if the report describes a specific problem but the relevant term does not exist.",IMDRF:E0623
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C193390,Intraoperative Cardiac Valve Injury,An intraoperative event that causes abnormal valve function; this is usually a tear in the leaflet or the chordae tendinae.,Intraoperative Cardiac Valve Injury,4852,An intraoperative event that causes abnormal valve function; this is usually a tear in the leaflet or the chordae tendinae.,IMDRF:E0624
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C193391,Cardiac Septal Defect Residual Shunt,Irregular blood flow in the heart after surgical correction of a septal defect.,Cardiac Septal Defect Residual Shunt,4853,Irregular blood flow in the heart after surgical correction of a septal defect.,IMDRF:E0625
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C193392,Transvalvular Pressure Gradient Increased,Increased pressure across the heart valve.,Transvalvular Pressure Gradient Increased,4854,Increased pressure across the heart valve,IMDRF:E0626
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C78377,Intraoperative Cardiac Injury,Damage to the heart during a surgical procedure.,Intraoperative Cardiac Injury,4855,"An intraoperative event that causes abnormal cardiac function. For valvular injury, use E0624 - Intraoperative Cardiac Valve Injury",IMDRF:E0627
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C3353,Acute Respiratory Distress Syndrome,"Progressive and life-threatening pulmonary distress in the absence of an underlying pulmonary condition, usually following major trauma or surgery. Cases of neonatal respiratory distress syndrome are not included in this definition.",Adult Respiratory Distress Syndrome,1696,"Progressive and life-threatening pulmonary distress in the absence of an underlying pulmonary condition, usually following major trauma or surgery. Cases of neonatal respiratory distress syndrome are not included in this definition.",IMDRF:E0701
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50456,Airway Obstruction,Blockage of air flow in the respiratory tract.,Airway Obstruction,1699,Blockage of air flow in the respiratory tract.,IMDRF:E0702
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C26698,Apnea,Transient cessation of respiration.,Apnea,1720,Transient cessation of respiration.,IMDRF:E0703
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C28245,"Aspiration, CTCAE",A disorder characterized by inhalation of solids or liquids into the lungs.,Aspiration/Inhalation,1725,"The entry of foreign material past the trachea, and into the lower respiratory tract.",IMDRF:E0704
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C34932,Aspiration Pneumonitis,Inflammation of the lungs due to the inhalation of solid or liquid material.,Aspiration Pneumonitis,4455,Inflammation of the lungs due to the inhalation of solid or liquid material.,IMDRF:E0705
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C28397,Asthma,A chronic respiratory disease manifested as difficulty breathing due to the narrowing of bronchial passageways.,Asthma,1726,A chronic respiratory disease manifested as difficulty breathing due to the narrowing of bronchial passageways.,IMDRF:E0706
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C78224,Bronchial Hemorrhage,Bleeding from the bronchial wall and/or lung parenchyma.,Bronchial Hemorrhage,4456,Bleeding from the bronchial wall and/or lung parenchyma.,IMDRF:E0707
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C2911,Bronchitis,An acute or chronic inflammatory process affecting the bronchi.,Bronchitis,1752,An acute or chronic inflammatory process affecting the bronchi.,IMDRF:E0708
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C34439,Bronchospasm,Sudden contraction of the smooth muscles of the bronchial wall.,Bronchospasm,2598,Sudden contraction of the smooth muscles of the bronchial wall.,IMDRF:E0709
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50494,Choking,Interference with respiration by compression or obstruction of the larynx or trachea.,Choking,2464,Interference with respiration by obstruction of the larynx or trachea.,IMDRF:E0710
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C3199,Chronic Obstructive Pulmonary Disease,"A chronic and progressive lung disorder characterized by the loss of elasticity of the bronchial tree and the air sacs, destruction of the air sacs wall, thickening of the bronchial wall, and mucous accumulation in the bronchial tree. The pathologic changes result in the disruption of the air flow in the bronchial airways. Signs and symptoms include shortness of breath, wheezing, productive cough, and chest tightness. The two main types of chronic obstructive pulmonary disease are chronic obstructive bronchitis and emphysema.",Chronic Obstructive Pulmonary Disease (COPD),2237,"A chronic and progressive lung disorder characterized by the loss of elasticity of the bronchial tree and the air sacs, destruction of the air sacs wall, thickening of the bronchial wall, and mucous accumulation in the bronchial tree. The pathologic changes result in the disruption of the air flow in the bronchial airways. Signs and symptoms include shortness of breath, wheezing, productive cough, and chest tightness. The two main types of chronic obstructive pulmonary disease are chronic obstructive bronchitis and emphysema.",IMDRF:E0711
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C3348,Pulmonary Emphysema,"A subcategory of chronic obstructive pulmonary disease (COPD). It occurs in people who smoke and suffer from chronic bronchitis. It is characterized by inflation of the alveoli, alveolar wall damage, and reduction in the number of alveoli, resulting in difficulty breathing.",Pulmonary Emphysema,1832,"A condition characterized by increase beyond normal in the size of air spaces distal to the terminal bronchioles, either from dilatation of the alveoli or from destruction of their walls.",IMDRF:E071101
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C37935,Cough,"A sudden, often repetitive, spasmodic contraction of the thoracic cavity, resulting in violent release of air from the lungs, and usually accompanied by a distinctive sound.",Cough,4457,"A sudden, often repetitive, spasmodic contraction of the thoracic cavity, resulting in violent release of air from the lungs, and usually accompanied by a distinctive sound.",IMDRF:E0712
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50525,Decreased Peak Expiratory Flowrate,"Decreased expiratory peak flow measurement achieved during forced expiration that primarily reflects changes in upper airway conductance and may be of limited use in evaluation of changes in peripheral airway conductance. Evaluation of peak flow performance is subjective, and, therefore, acceptability criteria are lacking. Because the maneuver is effort and volume dependent, the patient must be encouraged to perform as vigorously as clinically feasible. The results of subjective evaluation may be difficult to interpret consistently. A validated dyspnea rating scale may be useful.",Decreased Peak Expiratory Flow rate,2435,"Decrease in the maximum flow rate generated during a forceful exhalation, starting from full lung inflation.",IMDRF:E0713
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50610,Increased Peak Expiratory Flowrate,An increase of the greatest rate of flow that can be achieved during forced expiration beginning with the lungs fully inflated.,Increased Peak Expiratory Flow rate,2436,An increase of the greatest rate of flow that can be achieved during forced expiration beginning with the lungs fully inflated.,IMDRF:E0714
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50474,Bradypnea,Abnormal decrease of rate of breathing.,Decreased Respiratory Rate,2485,Abnormal decrease of rate of breathing.,IMDRF:E0715
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50767,Tachypnea,Abnormal increase of rate of breathing.,Increased Respiratory Rate,2486,Abnormal increase of rate of breathing.,IMDRF:E0716
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C2998,Dyspnea,An uncomfortable sensation of difficulty breathing. It may present as an acute or chronic sign of an underlying respiratory or heart disorder.,Dyspnea,1816,An uncomfortable sensation of difficulty breathing. It may present as an acute or chronic sign of an underlying respiratory or heart disorder.,IMDRF:E0717
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C26766,Epistaxis,Bleeding from the nose.,Epistaxis,4458,Nose bleed.,IMDRF:E0718
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50524,Decreased Forced Expiratory Volume,A decrease in the fraction of the forced vital capacity that is exhaled in a specific number of seconds.,Forced Expiratory Volume Decreased,2430,A decrease in the fraction of the forced vital capacity that is exhaled in a specific number of seconds.,IMDRF:E0719
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50609,Increased Forced Expiratory Volume,An increase in the fraction of the forced vital capacity that is exhaled in a specific number of seconds.,Forced Expiratory Volume Increased,2431,An increase in the fraction of the forced vital capacity that is exhaled in a specific number of seconds.,IMDRF:E0720
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C3094,Hemoptysis,Coughing up blood from the respiratory tract.,Hemoptysis,1887,Coughing up blood from the respiratory tract.,IMDRF:E0721
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50582,Hemothorax,A collection of blood in the pleural cavity.,Hemothorax,1896,A collection of blood in the pleural cavity.,IMDRF:E0722
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C37966,Hiccough,"An involuntary contraction of the diaphragm against closed vocal cords, producing the ""hic"" sound.",Hiccups,1899,"An involuntary contraction of the diaphragm against closed vocal cords, producing the hic sound.",IMDRF:E0723
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50590,Hyperventilation,"Abnormally prolonged, rapid, and deep breathing.",Hyperventilation,1910,"Abnormally prolonged, rapid, and deep breathing.",IMDRF:E0724
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50594,Hypoventilation,A state in which there is a reduced amount of air entering the pulmonary alveoli.,Hypoventilation,1916,A state in which there is a reduced amount of air entering the pulmonary alveoli.,IMDRF:E0725
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C3890,Hypoxia,"A decrease in the amount of oxygen in the body. Symptoms range from mild (impaired judgment, memory loss, impaired motor coordination) to severe (seizures and coma).",Hypoxia,1918,A deficiency in the amount of oxygen reaching the tissues.,IMDRF:E0726
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50645,Mediastinal Shift,Displacement of structures in the thoracic cavity in one direction due to increased pleural pressure on the contralateral side.,Mediastinal Shift,2198,Displacement of structures in the thoracic cavity in one direction due to increased pleural pressure on the contralateral side.,IMDRF:E0727
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50662,Nasal Obstruction,Blockage of the nasal passages.,Nasal Obstruction,2466,Blockage of the nasal passages.,IMDRF:E0728
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50644,Lung Overinflation,"Abnormal permanent enlargement of the lung air spaces distal to terminal bronchiole not resulted from wall destruction, e.g. due to loss of opposite lung.",Overinflation of Lung,2397,"Abnormal permanent enlargement of the lung air spaces distal to terminal bronchiole not resulted from wall destruction, e.g. due to loss of opposite lung.",IMDRF:E0729
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C26851,Pharyngitis,"Inflammation of the throat most often caused by viral and bacterial infections. Other causes include allergens, chemical substances, and trauma.",Pharyngitis,2367,Inflammation of the throat most often caused by viral and bacterial infections.,IMDRF:E0730
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C3331,Pleural Effusion,"Increased amounts of fluid within the pleural cavity. Symptoms include shortness of breath, cough, and chest pain. It is usually caused by lung infections, congestive heart failure, pleural and lung tumors, connective tissue disorders, and trauma.",Pleural Effusion,2010,"Increased amounts of fluid within the pleural cavity. Symptoms include shortness of breath, cough, and chest pain.",IMDRF:E0731
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C34572,Empyema,An accumulation of pus in the pleural space.,Pleural Empyema,4459,An accumulation of pus in the pleural space,IMDRF:E0732
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C3333,Pneumonia,"An acute, acute and chronic, or chronic inflammation focally or diffusely affecting the lung parenchyma, due to infections (viruses, fungi, mycoplasma, or bacteria), treatment (e.g. radiation), or exposure (inhalation) to chemicals. Symptoms include cough, shortness of breath, fevers, chills, chest pain, headache, sweating, and weakness.",Pneumonia,2011,An acute and/or chronic inflammation focally or diffusely affecting the lung parenchyma.,IMDRF:E0733
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C26710,Bronchopneumonia,"Acute inflammation of the walls of the terminal bronchioles that spreads into the peribronchial alveoli and alveolar ducts.  It results in the creation of foci of consolidation, which are surrounded by normal parenchyma. It affects one or more lobes, and is frequently bilateral and basal.  It is usually caused by bacteria (e.g., Staphylococcus, Streptococcus, Haemophilus influenzae).  Signs and symptoms include fever, cough with production of brown-red sputum, dyspnea, and chest pain.",Bronchopneumonia,2437,Acute inflammation of the walls of the terminal bronchioles.,IMDRF:E073301
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C38006,Pneumothorax,Abnormal presence of air in the pleural cavity.,Pneumothorax,2012,Abnormal presence of air in the pleural cavity.,IMDRF:E0734
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50712,Pulmonary Dysfunction,Impaired or abnormal functioning of the pulmonary system.,Pulmonary Dysfunction,2019,Impaired or abnormal functioning of the pulmonary system causing multiple pulmonary issues.,IMDRF:E0735
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C26868,Pulmonary Edema,"Accumulation of fluid in the lung tissues causing disturbance of the gas exchange that may lead to respiratory failure. It is caused by direct injury to the lung parenchyma or congestive heart failure. The symptoms may appear suddenly or gradually. Suddenly appearing symptoms include difficulty breathing, feeling of suffocation, and coughing associated with frothy sputum. Gradually appearing symptoms include difficulty breathing while lying in bed, shortness of breath during activity, and weight gain (in patients with congestive heart failure).",Pulmonary Edema,2020,Accumulation of fluid in the lung tissues causing disturbance of the gas exchange that may lead to respiratory failure.,IMDRF:E0736
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C3120,Pulmonary Hypertension,Increased pressure within the pulmonary circulation due to lung or heart disorder.,Pulmonary Hypertension,4460,Increased pressure within the pulmonary circulation due to lung or heart disorder.,IMDRF:E0737
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50714,Pulmonary Infarction,"Localized necrosis of lung tissue caused by obstruction of the arterial blood supply, most often due to pulmonary embolism.",Pulmonary Infarction,2021,"Localized necrosis of lung tissue caused by obstruction of the arterial blood supply, most often due to pulmonary embolism.",IMDRF:E0738
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50728,Respiratory Acidosis,"A condition in which the blood pH is less than normal, secondary to impaired gas exchange.",Respiratory Acidosis,2482,"A condition in which the blood pH is less than normal, secondary to impaired gas exchange.",IMDRF:E0739
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C50729,Respiratory Alkalosis,"A condition in which the blood pH is greater than normal, secondary to impaired gas exchange.",Respiratory Alkalosis,2483,"A condition in which the blood pH is greater than normal, secondary to impaired gas exchange.",IMDRF:E0740
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C101772,Respiratory Arrest,Cessation of breathing function.,Respiratory Arrest,4461,Cessation of breathing function.,IMDRF:E0741
C54450,Health Effects - Clinical Signs and Symptoms or Conditions,C26872,Respiratory Failure,"The significant impairment of gas exchange within the lungs resulting in hypoxia, hypercarbia, or both, to the extent that organ tissue perfusion is severely compromised. Causes include chronic obstructive pulmonary disease, asthma, emphysema, acute respiratory distress syndrome, pneumonia, pulmonary edema, pneumothorax, and congestive heart failure. Treatment requires intubation and mechanical ventilation until the time the lungs recover sufficient function.",Respiratory Failure,2484,"The significant impairment of gas exchange within the lungs resulting in hypoxia, hypercarbia, or both, to the extent that organ tissue perfusion is severely compromised.",IMDRF:E0742
